names,LDShadowLady,Tubbo,InTheLittleWood aka Martyn,Dangthatsalongname,Shubble,TheOrionSound,Solidarity,OwengeJuiceTV,Snifferish,olivesleepy,bekyamon,apokuna,soupforeloise,willowmvp,KrowFang,acho
"Dec 20, 2019",,,,,,,,,,,,,,,,
"Dec 21, 2019",4850000,,,,,,,,,,,,,,,
"Dec 22, 2019",,1110,,648000,,,,,,,,,,,,
"Dec 23, 2019",,,,,,,,,,,,,,,,
"Dec 24, 2019",,1120,,649000,,,,,,,,,,,,
"Dec 25, 2019",,,,650000,,,,,,,,,,,,
"Dec 26, 2019",,,,,,,,,,,,,,,,
"Dec 27, 2019",,1130,,651000,,,,,,,,,129,,,
"Dec 28, 2019",,1140,,,,,,,,,,,,,,
"Dec 29, 2019",,,,652000,,,,,,,,,,,,
"Dec 30, 2019",,1150,,,,,,,,,,,,,,
"Dec 31, 2019",,,93000,,,,,,,,,,130,,,
"Jan 01, 2020",4860000,1160,93000,653000,634000,536000,45600,,,,,,,,,
"Jan 02, 2020",,,,,,,,,,,,,,,,
"Jan 03, 2020",,,,,,,,,,,,,,,,
"Jan 04, 2020",,1170,,,,,,,,,,,131,,,
"Jan 05, 2020",,1180,,,,,,,,,,,,,,
"Jan 06, 2020",,1190,,,,,,,,,,,,,,
"Jan 07, 2020",,,,654000,,,,,,,,,,,,
"Jan 08, 2020",,,,,,,,,,,,,132,,,
"Jan 09, 2020",,1200,,,,,,,,,,,,,,
"Jan 10, 2020",,,92900,,,,,,,,,,,,,
"Jan 11, 2020",,1210,,,,,,,,,,,,,,
"Jan 12, 2020",,,,,,,,,,,,,133,,,
"Jan 13, 2020",,1220,,655000,,,,,,,,,,,,
"Jan 14, 2020",,1230,,,,,,,,,,,,,,
"Jan 15, 2020",,,,,,,,,,,,,,,,
"Jan 16, 2020",,,,,,,,,,,,,134,,,
"Jan 17, 2020",,1240,,,,,,,,,,,,,,
"Jan 18, 2020",,1250,,,,,,,,,,,,,,
"Jan 19, 2020",,1280,,,,,,,,,,,,,,
"Jan 20, 2020",,1290,93000,656000,,,,,,,,,135,,,
"Jan 21, 2020",,1300,,,,,,,,,,,,,,
"Jan 22, 2020",,,,,,,,,,,,,,,,
"Jan 23, 2020",,1310,,,,,,,,,,,,,,
"Jan 24, 2020",,,,,,,,,,,,,136,,,
"Jan 25, 2020",,1330,,,,,,,,,,,,,,
"Jan 26, 2020",4870000,1500,,,,,,,,,,,,,,
"Jan 27, 2020",,1510,,657000,,,,,,,,,,,,
"Jan 28, 2020",,1520,,,,,,,,,,,137,,,
"Jan 29, 2020",,1530,,,,,,,,,,,,,,
"Jan 30, 2020",,1540,,,,,,,,,,,,,,
"Jan 31, 2020",,1550,,,,,,,,,,,,,,
"Feb 01, 2020",4870000,1560,92900,657000,,538000,45700,,,,,,138,,,
"Feb 02, 2020",,1570,,,,,,,,,,,,,,
"Feb 03, 2020",,1580,,,,,,,,,,,,,,
"Feb 04, 2020",,1590,,658000,,,,,,,,,,,,
"Feb 05, 2020",,1600,,,,,,,,,,,139,,,
"Feb 06, 2020",,1610,,,,,,,,,,,,,,
"Feb 07, 2020",,1620,,,635000,,,,,,,,,,,
"Feb 08, 2020",,1630,,,,,,,,,,,,,,
"Feb 09, 2020",,1640,,,,,,,,,,,140,,,
"Feb 10, 2020",,1660,,,,,,,,,,,,,,
"Feb 11, 2020",,1670,,,,,,,,,,,,,,
"Feb 12, 2020",,1680,,,,,,,,,,,,,,
"Feb 13, 2020",,1690,,,,,,,,,,,141,,,
"Feb 14, 2020",,1700,,659000,,,,,,,,,,,,
"Feb 15, 2020",,1710,,,,,,,10300,,,,,,,
"Feb 16, 2020",,1720,92800,,,,,,,,,,,,,
"Feb 17, 2020",,1740,,,,,,,,,,,142,,,
"Feb 18, 2020",,1750,,,,,,,,,,,,,,
"Feb 19, 2020",,1760,,,,,,,,,,,,,,
"Feb 20, 2020",,1770,,,,,,,,,,,,,,
"Feb 21, 2020",,1780,,660000,,,,,,,,,143,,,
"Feb 22, 2020",,1790,,,,,,,,,,,,,,
"Feb 23, 2020",,1800,,,,,,,,,,,,,,
"Feb 24, 2020",,1820,,,,,,,,,,,,,,
"Feb 25, 2020",,1830,,,,,,,,,,,144,,,
"Feb 26, 2020",,1840,,,,,,,,,,,,,,
"Feb 27, 2020",,1850,,,,,,,,,,,,,,
"Feb 28, 2020",,1860,,,,,,,,,,,,,,
"Feb 29, 2020",,1870,,,,,,,,,,,145,,,
"Mar 01, 2020",4880000,1890,92800,661000,635000,541000,,,,,,,141,,,
"Mar 02, 2020",,1920,,,,,,,,,,,,,,
"Mar 03, 2020",4890000,1930,,,,,,,,,,,,,,
"Mar 04, 2020",,1940,,,,,,,,,,,146,,,
"Mar 05, 2020",,1960,,662000,,,,,,,,,,,,
"Mar 06, 2020",,,,,,,,,,,,,,,,
"Mar 07, 2020",,1970,,,,,,,,,,,,,,
"Mar 08, 2020",,,,,,,,,,,,,147,,,
"Mar 09, 2020",4900000,1990,,663000,,,,,,,,,,,,
"Mar 10, 2020",,,92900,,,,,,,,,,,,,
"Mar 11, 2020",,2020,,,,,,,,,,,,,,
"Mar 12, 2020",,2030,92800,,,,,,,,,,148,,,
"Mar 13, 2020",,2040,,664000,,,,,,,,,,,,
"Mar 14, 2020",,2090,92900,,,,,,,,,,,,,
"Mar 15, 2020",,2110,,666000,,,,,,,,,149,,,
"Mar 16, 2020",4910000,2140,,667000,,,,,,,,,,,,
"Mar 17, 2020",,2160,,668000,,,,,,,,,,,,
"Mar 18, 2020",,2190,,669000,,,,,,,,,,,,
"Mar 19, 2020",,2220,92800,670000,,,,,,,,,150,,,
"Mar 20, 2020",4920000,2250,92900,671000,,,,,,,,,,,,
"Mar 21, 2020",,2280,92800,672000,,,,,,,,,,,,
"Mar 22, 2020",,2310,92900,673000,636000,,,,,,,,,,,
"Mar 23, 2020",,2390,,674000,,,,,,,,,151,,,
"Mar 24, 2020",,2510,,,,,,,,,,,,,,
"Mar 25, 2020",,2630,,,,,,,,,,,,,,
"Mar 26, 2020",4930000,2720,,675000,,,,,,,,,,,,
"Mar 27, 2020",,2820,,,,,,,,,,,152,,,
"Mar 28, 2020",,2930,,676000,,,,,,,,,,,,
"Mar 29, 2020",,3020,,677000,,,,,,,,,,,,
"Mar 30, 2020",4940000,3110,,678000,637000,,,,,,,,,,,
"Mar 31, 2020",,3180,,,,,,,,,,,153,,,
"Apr 01, 2020",4940000,3280,92900,679000,637000,551000,46800,,,,,,,,,
"Apr 02, 2020",,3300,,,,,,,,,,,,,,
"Apr 03, 2020",,3320,93000,680000,,,,,,,,,166,,,
"Apr 04, 2020",,3440,,,,,,,,,,,154,,,
"Apr 05, 2020",4950000,3510,,681000,,,,,,,,,,,,
"Apr 06, 2020",,3570,,,,,,,,,,,,,,
"Apr 07, 2020",,3610,,682000,,,,,,,,,,,,
"Apr 08, 2020",,3670,,,,,,,,,,,155,,,
"Apr 09, 2020",,3730,,,,,,,,,,,,,,
"Apr 10, 2020",4960000,3790,93100,683000,,,,,,,,,,,,
"Apr 11, 2020",,3820,,,,,,,,,,,,,,
"Apr 12, 2020",,3880,93200,,,,,,,,,,156,,,
"Apr 13, 2020",,3920,,684000,,,,,,,,,,,,
"Apr 14, 2020",,3970,,685000,,,,,,,,,,,,
"Apr 15, 2020",,4070,93300,686000,,,,,,,,,,,,
"Apr 16, 2020",4970000,4150,,,,,,,,,,,157,,,
"Apr 17, 2020",,4300,,,,,47600,,,,,,,,,
"Apr 18, 2020",,4420,93400,687000,,,,,,,,,,,,
"Apr 19, 2020",,4500,93500,,,,,,,,,,,,,
"Apr 20, 2020",,4590,,688000,,,,,,,,,158,,,
"Apr 21, 2020",,4660,,,,,,,,,,,,,,
"Apr 22, 2020",,4890,93600,689000,,,,,,,,,,,,
"Apr 23, 2020",,4940,,,,,,,,,,,,,,
"Apr 24, 2020",4980000,5120,,690000,,,,,,,,,159,,,
"Apr 25, 2020",,5200,,,,,48100,,,,,,,,,
"Apr 26, 2020",,5360,93700,692000,638000,,,,,,,,,,,
"Apr 27, 2020",,5520,,,637000,,,,,,,,,,,
"Apr 28, 2020",,5780,,,,,,,,,,,160,,,
"Apr 29, 2020",4990000,6050,,693000,,,,,,,,,,,,
"Apr 30, 2020",,6580,93800,694000,,,,,,,,,,,,
"May 01, 2020",4990000,6880,93800,695000,,559000,,,,,,,181,,,
"May 02, 2020",,6990,,,,,48400,,,,,,161,,,
"May 03, 2020",,7150,,696000,,,,,,,,,,,,
"May 04, 2020",,7360,93900,,,,,,,,,,,,,
"May 05, 2020",5000000,7520,,,,,,,,,,,,,,
"May 06, 2020",,7710,,,,,48600,,,,,,162,,,
"May 07, 2020",,7900,,697000,,,,,,,,,,,,
"May 08, 2020",,8280,94000,,,,,,,,,,,,,
"May 09, 2020",,8300,,,,,,,,,,,,,,
"May 10, 2020",,8510,,,,,,,,,,,163,,,
"May 11, 2020",,8740,,698000,,,,,,,,,,,,
"May 12, 2020",5010000,9000,,,,,,,,,,,,,,
"May 13, 2020",,9140,,,,,,,,,,,,,,
"May 14, 2020",,9230,,,,,,,,,,,164,,,
"May 15, 2020",,9310,,699000,,,,,,,,,,,,
"May 16, 2020",,9350,,,,,,,,,,,,,,
"May 17, 2020",,9410,,,,,49000,,,,,,,,,
"May 18, 2020",,9430,,,,,,,,,,,165,,,
"May 19, 2020",5020000,9450,,,,,,,,,,,,,,
"May 20, 2020",5030000,9540,94100,,,,,,,,,,,,,
"May 21, 2020",,9630,,700000,,,,,,,,,,,,
"May 22, 2020",5040000,9800,94200,,,,,,,,,,166,,,
"May 23, 2020",,9910,,,,,,,,,,,,,,
"May 24, 2020",,10000,94300,702000,638000,,,,,,,,,,,
"May 25, 2020",,10400,,,639000,,50200,,,,,,,,,
"May 26, 2020",5050000,10500,,703000,,,,,,,,,167,,,
"May 27, 2020",,10700,94500,,,,,,,,,,,,,
"May 28, 2020",,11100,94700,704000,640000,,,,,,,,,,,
"May 29, 2020",,11300,95000,705000,,,,,,,,,,,,
"May 30, 2020",5060000,11500,95500,,641000,,,,,,,,168,,,
"May 31, 2020",,11700,95600,706000,642000,,,,,,,,,,,
"Jun 01, 2020",5070000,11800,95900,708000,643000,567000,51500,,,,,,189,,,
"Jun 02, 2020",,12100,96100,708000,,,51600,,,,,,,,,
"Jun 03, 2020",,12300,96300,709000,643000,,,,,,,,169,,,
"Jun 04, 2020",5080000,12400,96400,710000,644000,,,,,,,,,,,
"Jun 05, 2020",,12600,96600,711000,,,,,,,,,,,,
"Jun 06, 2020",,12800,96700,,645000,,,,,,,,170,,,
"Jun 07, 2020",,13000,96800,,,,,,,,,,,,,
"Jun 08, 2020",5090000,13200,96900,712000,,,,,,,0,,,,,
"Jun 09, 2020",,13400,,713000,,,,,,,,,,,,
"Jun 10, 2020",,13700,97000,714000,,,54100,,,,,,171,,,
"Jun 11, 2020",,13800,,,646000,,,,,,,,,,,
"Jun 12, 2020",5100000,14200,97100,715000,,,,,,,,,,,,
"Jun 13, 2020",,14500,97200,716000,647000,,,,,,,,,,,
"Jun 14, 2020",,14900,,717000,648000,,,,,,,,172,,,
"Jun 15, 2020",,15100,,,,,,,,,,,,,,
"Jun 16, 2020",5110000,15400,97300,,,,,,,,,,,,,
"Jun 17, 2020",,15600,,718000,649000,,,,,,,,,,,
"Jun 18, 2020",,16000,97400,719000,,,57100,,,,,,173,,,
"Jun 19, 2020",,16100,97500,,650000,,,,,,,,,,,
"Jun 20, 2020",5120000,16200,,720000,,,,,,,,,,,,
"Jun 21, 2020",,16400,97600,,651000,,,,,,,,,,,
"Jun 22, 2020",,16600,,721000,,,,,,,,,174,,,
"Jun 23, 2020",,16700,,722000,,,,,,,,,,,,
"Jun 24, 2020",5130000,16800,,,,,,,,,,,,,,
"Jun 25, 2020",,17000,97700,723000,652000,,,,,,,,,,,
"Jun 26, 2020",,17100,,724000,,,65700,,,,,,175,,,
"Jun 27, 2020",,17200,,725000,,,,,,,,,,,,
"Jun 28, 2020",,17300,97800,726000,653000,,,,,,,,,,,
"Jun 29, 2020",5140000,,,727000,654000,,,,,,,,,,,
"Jun 30, 2020",,17400,,728000,,,,,,,,,176,,,
"Jul 01, 2020",5150000,17500,97900,730000,655000,575000,71500,,10300,,,,191,,,
"Jul 02, 2020",,17700,98200,730000,,,,,,,,,,,,
"Jul 03, 2020",,18000,,,656000,,,,,,,,,,,
"Jul 04, 2020",5150000,18100,,731000,,,74700,,,,,,177,,,
"Jul 05, 2020",,18300,,,657000,,,,,,,,,,,
"Jul 06, 2020",,18500,,732000,,,,,,,,,,,,
"Jul 07, 2020",5160000,18700,98300,733000,,,,,,,,,,,,
"Jul 08, 2020",,19000,,734000,,,,,,,,,178,,,
"Jul 09, 2020",,19500,,735000,,,,,,,,,,,,
"Jul 10, 2020",,20000,,,,,,,,,,,,,,
"Jul 11, 2020",,20700,,736000,658000,,,,,,,,,,,
"Jul 12, 2020",,21200,98400,737000,,,78100,,,,,,179,,,
"Jul 13, 2020",5170000,22000,,,,,,,,,,,,,,
"Jul 14, 2020",,22700,,738000,,,,,,,,,,,,
"Jul 15, 2020",,23200,98500,739000,,,,,,,,,,,,
"Jul 16, 2020",,23800,,741000,659000,,,,,,,,180,,,
"Jul 17, 2020",5180000,24600,,,,,,,,,,,,,,
"Jul 18, 2020",,25400,98600,742000,,,,,,,,,,,,
"Jul 19, 2020",,26200,,743000,660000,,,,,,,,,,,
"Jul 20, 2020",,26600,,744000,,,86400,,,,,,181,,,
"Jul 21, 2020",,27600,,745000,,,,,,,,,,,,
"Jul 22, 2020",5190000,28500,98700,,661000,,,,,,,,,,,
"Jul 23, 2020",,29900,,746000,,,,,,,,,,,,
"Jul 24, 2020",,32100,,747000,,,,,,,,,182,,,
"Jul 25, 2020",,33600,,,,,,,,,,,,,,
"Jul 26, 2020",,34800,,748000,,,,,,,,,,,,
"Jul 27, 2020",5200000,37800,98800,749000,,,,,,,,,,,,
"Jul 28, 2020",,38600,,,,,92600,,,,,,183,,,
"Jul 29, 2020",,39700,,750000,,,,,,,,,,,,
"Jul 30, 2020",,40800,98900,751000,,,,,,,,,,,,
"Jul 31, 2020",,41700,,,662000,,,,,,,,,,,
"Aug 01, 2020",5210000,43600,99000,752000,662000,579000,93500,,,,,,184,,,
"Aug 02, 2020",5210000,43600,99000,,,,,,,,,,,,,
"Aug 03, 2020",,45700,99100,753000,663000,,,,,,,,,,,
"Aug 04, 2020",,48600,,,,,,,,,,,,,,
"Aug 05, 2020",,49300,,,,,94900,,,,,,185,,,
"Aug 06, 2020",,50800,99200,,,,,,,,,,,,,
"Aug 07, 2020",5220000,52500,99300,754000,,,,,,,,,,,,
"Aug 08, 2020",,53900,99400,,,,,,,,,,,,,
"Aug 09, 2020",,54900,99500,,,,,,,,,,186,,,
"Aug 10, 2020",,57300,,755000,664000,,,,,,,,,,,
"Aug 11, 2020",,59700,,,,,,,,,,,,,,
"Aug 12, 2020",,63300,,756000,,,,,,,,,,,,
"Aug 13, 2020",5230000,64400,99700,,,,96800,,,,,,187,,,
"Aug 14, 2020",,66400,99900,,,,,,,,,,,,,
"Aug 15, 2020",,68100,,,,,,,,,,,,,,
"Aug 16, 2020",,70300,100000,757000,,,,,,,,,,,,
"Aug 17, 2020",,72400,,,,,,,,,,,188,,,
"Aug 18, 2020",,74500,,758000,,,,,,,,,,,,
"Aug 19, 2020",,76200,,,665000,,,,,,,,,,,
"Aug 20, 2020",,79600,,,,,,,,,,,,,,
"Aug 21, 2020",5240000,80400,,759000,,,97800,,,,,,189,,,
"Aug 22, 2020",,82500,,,,,,,,,,,,,,
"Aug 23, 2020",,84600,,760000,,,,,,,,,,,,
"Aug 24, 2020",,86400,,,,,,,,,,,,,,
"Aug 25, 2020",,88700,,,,,,,,,,,190,,,
"Aug 26, 2020",5250000,91100,,761000,,,,,,,,,,,,
"Aug 27, 2020",,93500,,762000,,,,,,,,,,,,
"Aug 28, 2020",,97200,,,,,,,,,,,191,,,
"Aug 29, 2020",,98000,,,,,100000,,,,,,,,,
"Aug 30, 2020",5260000,99100,,763000,,,,,10200,,,,,,,
"Aug 31, 2020",,104000,,,,,,,,,,,,,,
"Sep 01, 2020",5260000,108000,100000,764000,666000,580000,101000,,,,,,192,994,,
"Sep 02, 2020",,109000,,,,,,,10300,,,,,,,
"Sep 03, 2020",,111000,,765000,,,,,,,,,,,,
"Sep 04, 2020",5270000,114000,,,,,,,,,,,,,,
"Sep 05, 2020",,118000,,,,,,,,,,,,,,
"Sep 06, 2020",,119000,,,,,103000,,,,,,,,,
"Sep 07, 2020",,122000,,766000,,,,,,,,,,,,
"Sep 08, 2020",,126000,,767000,667000,,,,,,,,,,,
"Sep 09, 2020",,129000,,768000,,,,,,,,,,,,
"Sep 10, 2020",5280000,133000,,769000,,,,,,,,,,,,
"Sep 11, 2020",,136000,101000,771000,,,,,,,,,,,,
"Sep 12, 2020",,140000,,,,,,,,,,,,,,
"Sep 13, 2020",,148000,,772000,668000,,,,10200,,,,,,,
"Sep 14, 2020",5290000,147000,,773000,,,106000,,,,,,,,,
"Sep 15, 2020",,151000,,776000,,,,,,,,,,,,
"Sep 16, 2020",,154000,,777000,,,,,,,,,,,,
"Sep 17, 2020",,158000,,778000,,,,,,,,,,,,
"Sep 18, 2020",5300000,162000,,779000,669000,,,,,,,,192,,,
"Sep 19, 2020",,165000,,782000,,,,,,,,,,,,
"Sep 20, 2020",,169000,,784000,,,,,,,,,,,,
"Sep 21, 2020",,175000,,792000,670000,,,,,,,,,,,
"Sep 22, 2020",5310000,176000,,796000,,,107000,,,,,,,,,
"Sep 23, 2020",,179000,,799000,,,,,,,,,,,,
"Sep 24, 2020",5320000,182000,,805000,671000,,,,,,,,,,,
"Sep 25, 2020",,186000,,807000,,,,,,,,,,,,
"Sep 26, 2020",,189000,,809000,,,,,,,,,,,,
"Sep 27, 2020",5330000,192000,,812000,672000,,,,,,,,,,,
"Sep 28, 2020",,195000,,815000,673000,,,,,,,,,,,
"Sep 29, 2020",,202000,,819000,674000,,,,,,,,,,,
"Sep 30, 2020",,202000,,820000,675000,,109000,,,,,,,,,
"Oct 01, 2020",5340000,209000,101000,823000,675000,586000,110000,,10200,,,,194,995,,
"Oct 02, 2020",,209000,,823000,,,,,,,,,,,,
"Oct 03, 2020",5350000,212000,,825000,676000,,,,,,,,,,,
"Oct 04, 2020",,215000,,826000,677000,,,,,,,,,,,
"Oct 05, 2020",,218000,,828000,,,,,,,,,,,,
"Oct 06, 2020",,222000,,829000,678000,,,,,,,,,,,
"Oct 07, 2020",,230000,,830000,,,,,,,,,,,,
"Oct 08, 2020",5360000,228000,,832000,679000,,112000,,,,,,,,,
"Oct 09, 2020",,231000,,835000,680000,,,,,,,,193,,,
"Oct 10, 2020",,235000,,837000,,,,,,,,,,,,
"Oct 11, 2020",5370000,238000,,838000,681000,,,,,,,,,,,
"Oct 12, 2020",,241000,,840000,682000,,,,,,,,,,,
"Oct 13, 2020",,245000,,842000,,,,,,,,,,,,
"Oct 14, 2020",,248000,,843000,,,,,,,,,,,,
"Oct 15, 2020",5380000,254000,,846000,683000,,,,,,,,,,,
"Oct 16, 2020",,254000,,847000,,,114000,,,,,,,,,
"Oct 17, 2020",,257000,102000,848000,,,,,,,,,,,,
"Oct 18, 2020",,260000,,850000,,,,,,,,,,,,
"Oct 19, 2020",5380000,263000,,853000,684000,,,,,,,,,,,
"Oct 20, 2020",,266000,,854000,,,,,,,,,,,,
"Oct 21, 2020",,269000,,856000,685000,,,,,,,,,,,
"Oct 22, 2020",,272000,,859000,,,,,,,,,,,,
"Oct 23, 2020",5390000,279000,,862000,,,,,,,,,,,,
"Oct 24, 2020",,279000,,864000,686000,,116000,,,,,,,,,
"Oct 25, 2020",,282000,,866000,,,,,,,,,,,,
"Oct 26, 2020",,286000,,868000,,,,,,,,,,,,
"Oct 27, 2020",5390000,290000,,872000,,,,,,,,,,,,
"Oct 28, 2020",,294000,,874000,,,,,,,,,,,,
"Oct 29, 2020",,298000,,876000,687000,,,,10300,,,,,,,
"Oct 30, 2020",,302000,,878000,688000,,,,,,,,194,,,
"Oct 31, 2020",5400000,305000,,881000,,,,,10400,,,,,,,
"Nov 01, 2020",5400000,308000,102000,886000,689000,590000,119000,,10500,,,,,992,,
"Nov 02, 2020",,314000,,885000,,,,,,,,,,,,
"Nov 03, 2020",,317000,,887000,,,,,10600,,,,,,,
"Nov 04, 2020",,321000,,891000,,,,,,,,,,,,
"Nov 05, 2020",,325000,,896000,690000,,,,10700,,,,,,,
"Nov 06, 2020",,329000,,898000,,,,,10800,,,,,,,
"Nov 07, 2020",,333000,,900000,,,,,,,,,,,,
"Nov 08, 2020",,332000,,904000,,,,,10900,,,,,,,
"Nov 09, 2020",5410000,341000,,912000,,,121000,,11000,,,,,,,
"Nov 10, 2020",,345000,,914000,691000,,,,,,,,,,,
"Nov 11, 2020",,349000,,917000,,,,,,,,,,,,
"Nov 12, 2020",5410000,357000,,920000,,,,,11100,,,,,,,
"Nov 13, 2020",,367000,,923000,,,,,,,,,,,,
"Nov 14, 2020",,377000,,927000,692000,,,,11200,,,,,,,
"Nov 15, 2020",,386000,,928000,,,,,,,,,,,,
"Nov 16, 2020",,401000,,930000,,,,,11300,0,,,,,,
"Nov 17, 2020",,402000,,932000,,,123000,,,,,,,,,
"Nov 18, 2020",5420000,408000,,934000,693000,,,,11400,,,,,,,
"Nov 19, 2020",,415000,,937000,,,,,,,,,195,,,
"Nov 20, 2020",5420000,424000,,939000,,,,,11500,,,,,,,
"Nov 21, 2020",,432000,,943000,,,,,11700,,,,,,,
"Nov 22, 2020",,440000,,947000,694000,,,,11900,,,,196,,,
"Nov 23, 2020",,447000,,949000,,,,,12100,,,,,,,
"Nov 24, 2020",,456000,,951000,,,,,12300,,,,,,,
"Nov 25, 2020",,457000,,953000,,,,,12500,,,,197,,,
"Nov 26, 2020",,461000,,956000,,,,,12700,,,,,,,
"Nov 27, 2020",,464000,,957000,,,,,12900,,,,,,,
"Nov 28, 2020",,467000,,959000,695000,,,,13100,,,,198,,,
"Nov 29, 2020",,471000,,960000,,,,,13300,,,,,,,
"Nov 30, 2020",,476000,,962000,,,,,13500,,,,,,,
"Dec 01, 2020",5430000,486000,,967000,696000,603000,,,13700,,,,199,,,
"Dec 02, 2020",,490000,,967000,696000,,,,13800,,41,,,987,,
"Dec 03, 2020",,491000,,969000,,,124000,,14100,,,,,,,
"Dec 04, 2020",,496000,,970000,,,,,14000,,,,200,,,
"Dec 05, 2020",,501000,,971000,697000,,,,14100,,,,,,,
"Dec 06, 2020",,505000,,972000,,,,,14200,,,,,,,
"Dec 07, 2020",,510000,,973000,,,,,14300,,,,201,,,
"Dec 08, 2020",,514000,,,698000,,,,14400,,,,,,,
"Dec 09, 2020",,520000,,974000,,,,,14500,,,,,,,
"Dec 10, 2020",,529000,,975000,,,,,14600,,,,202,,,
"Dec 11, 2020",,531000,,976000,699000,,,,14700,,,,,,,
"Dec 12, 2020",,537000,,977000,,,,,14900,,,,,,,
"Dec 13, 2020",,542000,,978000,,,,,15100,,,,203,,,
"Dec 14, 2020",,547000,,,700000,,,,15400,,,,,,,
"Dec 15, 2020",,552000,,979000,,,,,15700,,,,204,,,
"Dec 16, 2020",,557000,,,,,,,16000,,,,,,,
"Dec 17, 2020",,562000,,980000,701000,,,,16300,,,,,,,
"Dec 18, 2020",5440000,572000,,981000,,,,,16500,,,,205,,,
"Dec 19, 2020",,572000,,,,,,0,16800,,,,,,,
"Dec 20, 2020",,577000,,982000,,,,,17100,,,,,,,
"Dec 21, 2020",,582000,,983000,,,,,17400,,,,206,,,
"Dec 22, 2020",5440000,587000,,,,,,,17700,,,,,,,
"Dec 23, 2020",,592000,,984000,,,,,17900,,,,,,,
"Dec 24, 2020",,598000,,985000,702000,,,,18200,,,,207,,,
"Dec 25, 2020",,603000,,987000,,,,,18400,,,,,,,
"Dec 26, 2020",5450000,612000,,988000,,,,,18700,,,,,,,
"Dec 27, 2020",,613000,,990000,,,,,18900,,,,208,,,
"Dec 28, 2020",,619000,,1000000,,,,,19200,,,,,,,
"Dec 29, 2020",,624000,,,,,,,19400,,,,,,,
"Dec 30, 2020",5450000,629000,,,,,,,19700,,,,209,,,
"Dec 31, 2020",,635000,,,703000,,,,19900,,,,,,,
"Jan 01, 2021",,648000,,1000000,703000,,125000,,20500,,64,,198,985,,
"Jan 02, 2021",,659000,,,,,,,20500,,,,210,,,
"Jan 03, 2021",5460000,685000,,,,,,,20600,,,,,,,
"Jan 04, 2021",5460000,690000,,1010000,,,,,20800,,,,,,,
"Jan 05, 2021",,708000,,,,,,,21000,,,,211,,,
"Jan 06, 2021",,723000,,,,,,,21200,,,,,,,
"Jan 07, 2021",,733000,,,704000,,,,21400,,,,,,,
"Jan 08, 2021",,746000,,,,,,,21500,,,,212,,,
"Jan 09, 2021",,770000,,,,,,,21700,,,,,,,
"Jan 10, 2021",5470000,790000,,,,,,,21900,,,,213,,,
"Jan 11, 2021",,808000,,,,,,,22100,,,,,,,
"Jan 12, 2021",5470000,811000,,,,,,,22300,,,,,,,
"Jan 13, 2021",,818000,,,,604000,,,22500,,,,214,,,
"Jan 14, 2021",,825000,,,,,,,22600,,,,,,,
"Jan 15, 2021",,831000,,,,,,,22800,,,,,,,
"Jan 16, 2021",,841000,,,705000,,,,22900,,,,215,,,
"Jan 17, 2021",,848000,,,,,,,23100,,,,,,,
"Jan 18, 2021",,856000,,,,,,,23200,,,,,,,0
"Jan 19, 2021",5480000,867000,,,,,,,23400,,,,216,,,0
"Jan 20, 2021",5480000,870000,,,706000,,126000,,23500,,,,,,,
"Jan 21, 2021",,878000,,,,,,,23700,,,,,,,
"Jan 22, 2021",,883000,,,,,,,23800,,,,217,,,
"Jan 23, 2021",,888000,,,,,,,24000,,,,,,,
"Jan 24, 2021",,896000,,,707000,,,,24200,,,,,,,
"Jan 25, 2021",,903000,,,,,,,24300,,,,218,,,
"Jan 26, 2021",5490000,906000,,,,,,,24500,,,,,,,
"Jan 27, 2021",,920000,,,,,,,24700,,,,,,,
"Jan 28, 2021",5490000,919000,,,708000,,127000,,24900,,,,219,,,
"Jan 29, 2021",,925000,,,,605000,,,25100,,,,,,,
"Jan 30, 2021",,934000,,,,,,,25300,,,,,,,
"Jan 31, 2021",5500000,939000,,,709000,,,,25500,,,,220,,,
"Feb 01, 2021",5520000,953000,,1020000,709000,,128000,,25700,,121,,219,969,,
"Feb 02, 2021",5510000,957000,,1020000,,,,,25900,,,,,,,
"Feb 03, 2021",5530000,961000,,,,,,,26100,,,,221,,,
"Feb 04, 2021",5540000,989000,,,710000,,,,26200,,,,,,,
"Feb 05, 2021",5560000,999000,,,,,129000,,26400,,,,222,,,
"Feb 06, 2021",,1000000,,,,606000,130000,,26500,,,,,,,
"Feb 07, 2021",5570000,1020000,,,711000,,,,26700,,,,,,,
"Feb 08, 2021",5590000,1040000,,,,,,,26900,,,,223,,,
"Feb 09, 2021",5590000,1060000,,,712000,,,,27000,,,,,,,
"Feb 10, 2021",5600000,,,,713000,,,,27200,,,,,,,
"Feb 11, 2021",5630000,1070000,,,,,,,27400,,,,224,,,
"Feb 12, 2021",5650000,1090000,,,,,,,27500,,,,,,,
"Feb 13, 2021",5680000,1090000,,,714000,,140000,,27700,,,,,,,
"Feb 14, 2021",5690000,,,,,607000,141000,,27900,,,,225,,,
"Feb 15, 2021",5710000,1100000,,1030000,,,,,28200,,,,,,,
"Feb 16, 2021",5730000,1140000,,,715000,,,,28500,,,,,,,
"Feb 17, 2021",5730000,1160000,,,,,,,28800,,,,226,,,
"Feb 18, 2021",5740000,1180000,,,,,,,29200,,,,,,,
"Feb 19, 2021",,1190000,,1040000,716000,,,,29500,,,,,,,
