Date,Dangthatsalongname,InTheLittleWood aka Martyn,KrowFang,LDShadowLady,OwengeJuiceTV,Shubble,Snifferish,Solidarity,TheOrionSound,Tubbo,acho,apokuna,bekyamon,olivesleepy,soupforeloise,willowmvp
7-Jun-19,571998,86448,,4589586,,637010,10125,45086,,,,,,,,
8-Jun-19,572555,86460,,4591202,,637056,10131,45105,,,,,,,,
9-Jun-19,574126,86465,,4596325,,636927,10133,45137,,,,,,,,
10-Jun-19,575870,,,4599585,,636981,10137,45149,,,,,,,,
11-Jun-19,577689,86473,,4602006,,636975,10130,45150,,,,,,,,
12-Jun-19,579030,86495,,4603277,,636982,10144,45148,,,,,,,,
13-Jun-19,580191,86506,,4604683,,636951,10150,45151,,,,,,,,
14-Jun-19,581074,86511,,4606398,,636936,10169,45153,,,,,,,,
15-Jun-19,581766,86520,,4607608,,636969,10177,,,,,,,,,
16-Jun-19,582326,86524,,4609688,,636944,10186,,,,,,,,,
17-Jun-19,583360,86541,,4611011,,636937,10196,,,,,,,,,
18-Jun-19,584074,86592,,4612421,,636931,10202,,,,,,,,,
19-Jun-19,584713,86926,,4613638,,636974,10204,,,,,,,,,
20-Jun-19,585147,87274,,4614815,,636968,10215,,,,,,,,,
21-Jun-19,585463,87337,,4616068,,636946,10212,,,,,,,,,
22-Jun-19,586132,87381,,4617887,,636948,10218,,,,,,,,,
23-Jun-19,587114,87900,,4619057,,636974,10228,,,,,,,,,
24-Jun-19,587869,88093,,4620269,,637050,10237,,,,,,,,133,
25-Jun-19,588470,88297,,4621382,,637080,10245,,,,,,,,,
26-Jun-19,589072,88426,,4622262,,,10249,,,,,,,,,
27-Jun-19,589710,88547,,4623124,,637079,10252,,,,,,,,,
28-Jun-19,590164,88637,,4624127,,637110,10253,,,,,,,,,
29-Jun-19,590432,89644,,4625207,,637152,10251,,,,,,,,,
30-Jun-19,590916,89813,,4625558,,637140,10252,,,,,,,,,
1-Jul-19,591085,89949,,4626896,,637141,10262,45275,499815,109,,,,,,
2-Jul-19,591430,90050,,4628560,,637145,10270,,,,,,,,,
3-Jul-19,592122,90121,,4629701,,637117,10280,,,,,,,,,
4-Jul-19,592498,90165,,4630876,,637106,10284,,,,,,,,,
5-Jul-19,592832,90221,,4632328,,637041,10288,,,,,,,,,
6-Jul-19,593247,90283,,4633565,,636919,10289,,,,,,,,,
7-Jul-19,593963,90343,,4636477,,636980,10293,,,,,,,,,
8-Jul-19,594741,90403,,4640449,,637061,,,,,,,,,,
9-Jul-19,595546,90452,,4645466,,637236,10300,,,,,,,,,
10-Jul-19,596228,90471,,4650338,,637364,10301,,,,,,,,,
11-Jul-19,597226,90515,,4654660,,637419,10303,,,,,,,,,
12-Jul-19,598009,90559,,4657674,,637475,10306,,,,,,,,,
13-Jul-19,598861,90599,,4660184,,637600,10313,,,,,,,,,
14-Jul-19,599768,90663,,4662308,,637661,10318,,,,,,,,,
15-Jul-19,600615,90721,,4665368,,637746,10320,,,,,,,,,
16-Jul-19,601400,90783,,4668012,,637702,10327,,,,,,,,,
17-Jul-19,602309,90833,,4670527,,637782,10331,,,,,,,,,
18-Jul-19,602751,90894,,4673312,,637759,10335,,,,,,,,,
19-Jul-19,603136,90933,,4676017,,637801,10336,,,,,,,,,
20-Jul-19,603522,90959,,4678139,,637774,10340,,,,,,,,,
21-Jul-19,604071,90987,,4680320,,637766,10343,,,,,,,,,
22-Jul-19,604587,91001,,4682439,,637730,10349,,,,,,,,,
23-Jul-19,605107,91026,,4684514,,637889,10352,,,,,,,,,
24-Jul-19,605605,91040,,4686343,,638091,10365,,,,,,,,,
25-Jul-19,606058,91065,,4688481,,638093,,,,,,,,,,
26-Jul-19,606483,91098,,4691616,,638130,10370,,,,,,,,,
27-Jul-19,606956,91125,,4694324,,638179,10377,,,,,,,,,
28-Jul-19,607282,91135,,4696902,,638168,10384,,,,,,,,,
29-Jul-19,607615,91147,,4698714,,638145,10385,,,,,,,,,
30-Jul-19,607889,91162,,4698870,,638157,10389,,,,,,,,132,
31-Jul-19,607717,91189,,4701485,,637955,10381,,,,,,,,,
1-Aug-19,608055,91209,,4703662,,637842,10378,45735,501538,118,,,,,,
2-Aug-19,608414,91223,,4706064,,637805,10382,,,,,,,,,
3-Aug-19,608683,91224,,4708129,,637783,,,,,,,,,,
4-Aug-19,608973,91235,,4709558,,637640,10389,,,,,,,,,
5-Aug-19,609250,91236,,4710583,,637610,10380,,,,,,,,,
6-Aug-19,609430,91241,,4712106,,637578,10385,,,,,,,,,
7-Aug-19,609755,91252,,4713486,,637417,10386,,,,,,,,,
8-Aug-19,610013,91259,,4714937,,637399,10390,,,,,,,,,
9-Aug-19,610289,91270,,4716573,,637468,10398,,,,,,,,,
10-Aug-19,610691,91295,,4717050,,637602,10404,,,,,,,,,
11-Aug-19,610709,91293,,4718456,,637745,10410,,,,,,,,,
12-Aug-19,611179,91300,,4720082,,637750,10412,,,,,,,,,
13-Aug-19,611810,91304,,4721312,,637660,10413,,,,,,,,131,
14-Aug-19,612487,91312,,4722613,,637599,10410,,,,,,,,,
15-Aug-19,612823,91315,,4724037,,637534,10408,,,,,,,,,
16-Aug-19,613375,91316,,4724951,,637572,10410,,,,,,,,130,
17-Aug-19,613824,91329,,4726610,,637586,10408,,,,,,,,,
18-Aug-19,614470,91326,,4728268,,637627,10407,,,,,,,,,
19-Aug-19,614894,91318,,4729926,,637582,10415,,,,,,,,,
20-Aug-19,615220,91314,,4731585,,637508,10414,,,,,,,,129,
21-Aug-19,615685,91307,,4733134,,637554,,,,,,,,,,
22-Aug-19,616009,91312,,4734460,,637519,10415,,,,,,,,,
23-Aug-19,616011,91303,,4734687,,637475,10418,,,,,,,,,
24-Aug-19,616289,,,4736273,,637558,10420,,,,,,,,,
25-Aug-19,616597,91308,,4738121,,637619,10424,,,,,,,,,
26-Aug-19,616963,91311,,4739615,,637641,10434,,,,,,,,,
27-Aug-19,617224,91314,,4740811,,637614,10435,,,,,,,,,
28-Aug-19,617434,91329,,4741786,,637679,10438,,,,,,,,,
29-Aug-19,617539,91332,,4742646,,637766,10433,,,,,,,,,
30-Aug-19,617773,91338,,4744464,,637870,10434,,,,,,,,,
31-Aug-19,618742,91341,,4748442,,638194,10450,,,,,,,,,
1-Sep-19,620000,91347,,4756832,,638187,10452,45854,503842,143,,,,,,
2-Sep-19,621443,91343,,4753352,,638260,10457,,,0,,,,,,
3-Sep-19,622464,91353,,4755807,,638242,10454,,,,,,,,,
4-Sep-19,623216,,,4758262,,638238,10455,,,,,,,,,
5-Sep-19,623664,91349,,4760717,,638194,10456,,,,,,,,,
6-Sep-19,624342,91352,,4763172,,638241,10459,,,,,,,,,
7-Sep-19,625050,91359,,4765628,,638233,10463,,,,,,,,,
8-Sep-19,626511,91363,,4768083,,638255,10465,,,,,,,,,
9-Sep-19,628710,91360,,4770538,,638274,10460,,,,,,,,,
10-Sep-19,629850,91365,,4772993,,638269,,,,,,,,,,
11-Sep-19,631263,91374,,4775448,,638415,10461,,,,,,,,,
12-Sep-19,632026,91380,,4777903,,638548,10463,,,,,,,,,
13-Sep-19,632465,91376,,4780358,,638578,,,,,,,,,130,
14-Sep-19,632856,91373,,4782814,,638544,,,,,,,,,,
15-Sep-19,633791,91371,,4785269,,638479,10460,,,,,,,,,
16-Sep-19,634729,91378,,4787724,,638514,10464,,,,,,,,,
17-Sep-19,635166,91384,,4790179,,638499,10462,,,,,,,,131,
18-Sep-19,,,,4792634,,638000,,,,,,,,,,
19-Sep-19,636000,,,4795089,,,,,,,,,,,,
20-Sep-19,,,,4797544,,,,,,,,,,,,
21-Sep-19,637000,91400,,4800000,,637999,,,,,,,,,,
22-Sep-19,,91500,,,,638000,,,,,,,,,,
23-Sep-19,638000,,,,,639000,,,,,,,,,,
24-Sep-19,,,,,,,,,,,,,,,,
25-Sep-19,,,,,,640000,10461,,,,,,,,,
26-Sep-19,639000,91600,,,,639999,10462,,,,,,,,,
27-Sep-19,,91700,,,,640000,,,,,,,,,,
28-Sep-19,,91800,,,,640999,,,,,,,,,,
29-Sep-19,,92000,,,,641000,,,,,,,,,,
30-Sep-19,,92100,,4810000,,642000,,,,,,,,,,
1-Oct-19,,92200,,,,,,46000,518000,264,,,,,,
2-Oct-19,,92300,,,,,,,,,,,,,130,
3-Oct-19,640000,,,,,,,,,,,,,,,
4-Oct-19,,,,,,,,,,,,,,,,
5-Oct-19,,92400,,,,,,,,,,,,,,
6-Oct-19,639999,,,,,,,,,,,,,,,
7-Oct-19,640332,,,,,,,,,,,,,,,
8-Oct-19,640666,,,,,,,,,,,,,,,
9-Oct-19,641000,,,,,,,,,,,,,,,
10-Oct-19,,92500,,,,,,,,,,,,,,
11-Oct-19,,,,,,641999,,,,,,,,,,
12-Oct-19,640999,,,,,642000,,,,,,,,,,
13-Oct-19,641500,,,4815000,,,,,,,,,,,,
14-Oct-19,642000,,,4820000,,,,,,,,,,,,
15-Oct-19,,,,,,,,,,,,,,,,
16-Oct-19,642250,,,,,,,,,,,,,,,
17-Oct-19,642500,,,,,,,,,,,,,,,
18-Oct-19,642750,92550,,,,,,,,,,,,,,
19-Oct-19,643000,92600,,,,642100,,,,,,,,,,
20-Oct-19,,,,,,642200,,,,,,,,,,
21-Oct-19,,,,,,642299,,,,,,,,,,
22-Oct-19,,92800,,,,642400,,,,,,,,,,
23-Oct-19,643166,,,4825000,,642500,,,,,,,,,,
24-Oct-19,643333,,,4830000,,642600,,,,,,,,,129,
25-Oct-19,643500,,,,,642700,,,,,,,,,,
26-Oct-19,643666,,,,,642800,,,,,,,,,,
27-Oct-19,643833,,,,,642900,,,,,,,,,,
28-Oct-19,644000,,,,,643000,,,,,,,,,,
29-Oct-19,,,,,,,,,,,,,,,,
30-Oct-19,645000,,,,,,,,,,,,,,,
31-Oct-19,644999,,,,,,,,,,,,,,,
1-Nov-19,645000,,,4840000,,,,45900,530000,711,,,,,,
2-Nov-19,645499,,,,,,,,,,,,,,,
3-Nov-19,646000,,,,,,,,,,,,,,,
4-Nov-19,,,,,,,,,,,,,,,,
5-Nov-19,646332,92850,,,,,,,,,,,,,,
6-Nov-19,646666,92900,,,,,,,,,,,,,,
7-Nov-19,647000,,,,,,,,,,,,,,,
8-Nov-19,647333,,,4842000,,,,,,,,,,,,
9-Nov-19,647666,,,4844000,,,,,,,,,,,,
10-Nov-19,648000,,,4846000,,,,,,,,,,,,
11-Nov-19,648125,,,4848000,,,,,,,,,,,,
12-Nov-19,648250,,,4850000,,,,,,,,,,,,
13-Nov-19,648375,,,,,,,,,,,,,,,
14-Nov-19,648500,,,,,,,,,,,,,,,
15-Nov-19,648625,,,,,,,,,,,,,,,
16-Nov-19,648750,,,,,,,,,,,,,,128,
17-Nov-19,648875,,,,,,,,,,,,,,,
18-Nov-19,649000,,,4855000,,,,,,,,,,,,
19-Nov-19,649125,93000,,4860000,,,,,,,,,,,,
20-Nov-19,649250,,,,,,,,,,,,,,,
21-Nov-19,649375,,,,,,,,,,,,,,,
22-Nov-19,649500,,,,,,,,,,,,,,,
23-Nov-19,649625,,,,,,,,,,,,,,,
24-Nov-19,649750,93100,,,,,,,,,,,,,,
25-Nov-19,649874,,,,,,,,,,,,,,,
26-Nov-19,649999,,,,,642666,,,,,,,,,,
27-Nov-19,650000,,,,,642333,,,,,,,,,,
28-Nov-19,,,,,,642000,,,,,,,,,,
29-Nov-19,,,,,,,,,,,,,,,,
30-Nov-19,,,,,,,,,,992,,,,,,
1-Dec-19,,,,4870000,,,10400,46000,533000,1010,,,,,,1000
2-Dec-19,,93000,,,,,,,,1020,,,,,,
3-Dec-19,,93100,,,,,,,,1030,,,,,,
4-Dec-19,649000,92900,,4840000,,640000,,,,1040,,,,,,
5-Dec-19,,,,,,639000,,,,1050,,,,,,
6-Dec-19,648000,,,,,637000,,,,,,,,,,
7-Dec-19,,,,,,635000,,,,,,,,,,
8-Dec-19,647000,,,,,,,,,1060,,,,,,
9-Dec-19,,,,,,,,,,1070,,,,,,
10-Dec-19,,,,,,,,,,,,,,,,
11-Dec-19,,,,,,,,,,1080,,,,,,
12-Dec-19,,,,,,,,,,,,,,,,
13-Dec-19,,,,,,,,,,,,,,,,
14-Dec-19,,,,,,,,,,1090,,,,,,
15-Dec-19,,,,,,,,,,,,,,,,
16-Dec-19,,,,,,,,,,,,,,,,
17-Dec-19,,,,,,,,,,1100,,,,,,
18-Dec-19,,,,,,,,,,,,,,,,
19-Dec-19,,,,,,,,,,,,,,,,
20-Dec-19,,,,,,,,,,,,,,,,
21-Dec-19,,,,4850000,,,,,,,,,,,,
22-Dec-19,648000,,,,,,,,,1110,,,,,,
23-Dec-19,,,,,,,,,,,,,,,,
24-Dec-19,649000,,,,,,,,,1120,,,,,,
25-Dec-19,650000,,,,,,,,,,,,,,,
26-Dec-19,,,,,,,,,,,,,,,,
27-Dec-19,651000,,,,,,,,,1130,,,,,129,
28-Dec-19,,,,,,,,,,1140,,,,,,
29-Dec-19,652000,,,,,,,,,,,,,,,
30-Dec-19,,,,,,,,,,1150,,,,,,
31-Dec-19,,93000,,,,,,,,,,,,,130,
1-Jan-20,653000,,,4860000,,634000,,45600,536000,1160,,,,,,
2-Jan-20,,,,,,,,,,,,,,,,
3-Jan-20,,,,,,,,,,,,,,,,
4-Jan-20,,,,,,,,,,1170,,,,,131,
5-Jan-20,,,,,,,,,,1180,,,,,,
6-Jan-20,,,,,,,,,,1190,,,,,,
7-Jan-20,654000,,,,,,,,,,,,,,,
8-Jan-20,,,,,,,,,,,,,,,132,
9-Jan-20,,,,,,,,,,1200,,,,,,
10-Jan-20,,92900,,,,,,,,,,,,,,
11-Jan-20,,,,,,,,,,1210,,,,,,
12-Jan-20,,,,,,,,,,,,,,,133,
13-Jan-20,655000,,,,,,,,,1220,,,,,,
14-Jan-20,,,,,,,,,,1230,,,,,,
15-Jan-20,,,,,,,,,,,,,,,,
16-Jan-20,,,,,,,,,,,,,,,134,
17-Jan-20,,,,,,,,,,1240,,,,,,
18-Jan-20,,,,,,,,,,1250,,,,,,
19-Jan-20,,,,,,,,,,1280,,,,,,
20-Jan-20,656000,93000,,,,,,,,1290,,,,,135,
21-Jan-20,,,,,,,,,,1300,,,,,,
22-Jan-20,,,,,,,,,,,,,,,,
23-Jan-20,,,,,,,,,,1310,,,,,,
24-Jan-20,,,,,,,,,,,,,,,136,
25-Jan-20,,,,,,,,,,1330,,,,,,
26-Jan-20,,,,4870000,,,,,,1500,,,,,,
27-Jan-20,657000,,,,,,,,,1510,,,,,,
28-Jan-20,,,,,,,,,,1520,,,,,137,
29-Jan-20,,,,,,,,,,1530,,,,,,
30-Jan-20,,,,,,,,,,1540,,,,,,
31-Jan-20,,,,,,,,,,1550,,,,,,
1-Feb-20,,92900,,,,,,45700,538000,1560,,,,,138,
2-Feb-20,,,,,,,,,,1570,,,,,,
3-Feb-20,,,,,,,,,,1580,,,,,,
4-Feb-20,658000,,,,,,,,,1590,,,,,,
5-Feb-20,,,,,,,,,,1600,,,,,139,
6-Feb-20,,,,,,,,,,1610,,,,,,
7-Feb-20,,,,,,635000,,,,1620,,,,,,
8-Feb-20,,,,,,,,,,1630,,,,,,
9-Feb-20,,,,,,,,,,1640,,,,,140,
10-Feb-20,,,,,,,,,,1660,,,,,,
11-Feb-20,,,,,,,,,,1670,,,,,,
12-Feb-20,,,,,,,,,,1680,,,,,,
13-Feb-20,,,,,,,,,,1690,,,,,141,
14-Feb-20,659000,,,,,,,,,1700,,,,,,
15-Feb-20,,,,,,,10300,,,1710,,,,,,
16-Feb-20,,92800,,,,,,,,1720,,,,,,
17-Feb-20,,,,,,,,,,1740,,,,,142,
18-Feb-20,,,,,,,,,,1750,,,,,,
19-Feb-20,,,,,,,,,,1760,,,,,,
20-Feb-20,,,,,,,,,,1770,,,,,,
21-Feb-20,660000,,,,,,,,,1780,,,,,143,
22-Feb-20,,,,,,,,,,1790,,,,,,
23-Feb-20,,,,,,,,,,1800,,,,,,
24-Feb-20,,,,,,,,,,1820,,,,,,
25-Feb-20,,,,,,,,,,1830,,,,,144,
26-Feb-20,,,,,,,,,,1840,,,,,,
27-Feb-20,,,,,,,,,,1850,,,,,,
28-Feb-20,,,,,,,,,,1860,,,,,,
29-Feb-20,,,,,,,,,,1870,,,,,145,
1-Mar-20,661000,,,4880000,,,,,541000,1890,,,,,141,
2-Mar-20,,,,,,,,,,1920,,,,,,
3-Mar-20,,,,4890000,,,,,,1930,,,,,,
4-Mar-20,,,,,,,,,,1940,,,,,146,
5-Mar-20,662000,,,,,,,,,1960,,,,,,
6-Mar-20,,,,,,,,,,,,,,,,
7-Mar-20,,,,,,,,,,1970,,,,,,
8-Mar-20,,,,,,,,,,,,,,,147,
9-Mar-20,663000,,,4900000,,,,,,1990,,,,,,
10-Mar-20,,92900,,,,,,,,,,,,,,
11-Mar-20,,,,,,,,,,2020,,,,,,
12-Mar-20,,92800,,,,,,,,2030,,,,,148,
13-Mar-20,664000,,,,,,,,,2040,,,,,,
14-Mar-20,,92900,,,,,,,,2090,,,,,,
15-Mar-20,666000,,,,,,,,,2110,,,,,149,
16-Mar-20,667000,,,4910000,,,,,,2140,,,,,,
17-Mar-20,668000,,,,,,,,,2160,,,,,,
18-Mar-20,669000,,,,,,,,,2190,,,,,,
19-Mar-20,670000,92800,,,,,,,,2220,,,,,150,
20-Mar-20,671000,92900,,4920000,,,,,,2250,,,,,,
21-Mar-20,672000,92800,,,,,,,,2280,,,,,,
22-Mar-20,673000,92900,,,,636000,,,,2310,,,,,,
23-Mar-20,674000,,,,,,,,,2390,,,,,151,
24-Mar-20,,,,,,,,,,2510,,,,,,
25-Mar-20,,,,,,,,,,2630,,,,,,
26-Mar-20,675000,,,4930000,,,,,,2720,,,,,,
27-Mar-20,,,,,,,,,,2820,,,,,152,
28-Mar-20,676000,,,,,,,,,2930,,,,,,
29-Mar-20,677000,,,,,,,,,3020,,,,,,
30-Mar-20,678000,,,4940000,,637000,,,,3110,,,,,,
31-Mar-20,,,,,,,,,,3180,,,,,153,
1-Apr-20,679000,,,,,,,46800,551000,3280,,,,,,
2-Apr-20,,,,,,,,,,3300,,,,,,
3-Apr-20,680000,93000,,,,,,,,3320,,,,,166,
4-Apr-20,,,,,,,,,,3440,,,,,154,
5-Apr-20,681000,,,4950000,,,,,,3510,,,,,,
6-Apr-20,,,,,,,,,,3570,,,,,,
7-Apr-20,682000,,,,,,,,,3610,,,,,,
8-Apr-20,,,,,,,,,,3670,,,,,155,
9-Apr-20,,,,,,,,,,3730,,,,,,
10-Apr-20,683000,93100,,4960000,,,,,,3790,,,,,,
11-Apr-20,,,,,,,,,,3820,,,,,,
12-Apr-20,,93200,,,,,,,,3880,,,,,156,
13-Apr-20,684000,,,,,,,,,3920,,,,,,
14-Apr-20,685000,,,,,,,,,3970,,,,,,
15-Apr-20,686000,93300,,,,,,,,4070,,,,,,
16-Apr-20,,,,4970000,,,,,,4150,,,,,157,
17-Apr-20,,,,,,,,47600,,4300,,,,,,
18-Apr-20,687000,93400,,,,,,,,4420,,,,,,
19-Apr-20,,93500,,,,,,,,4500,,,,,,
20-Apr-20,688000,,,,,,,,,4590,,,,,158,
21-Apr-20,,,,,,,,,,4660,,,,,,
22-Apr-20,689000,93600,,,,,,,,4890,,,,,,
23-Apr-20,,,,,,,,,,4940,,,,,,
24-Apr-20,690000,,,4980000,,,,,,5120,,,,,159,
25-Apr-20,,,,,,,,48100,,5200,,,,,,
26-Apr-20,692000,93700,,,,638000,,,,5360,,,,,,
27-Apr-20,,,,,,637000,,,,5520,,,,,,
28-Apr-20,,,,,,,,,,5780,,,,,160,
29-Apr-20,693000,,,4990000,,,,,,6050,,,,,,
30-Apr-20,694000,93800,,,,,,,,6580,,,,,,
1-May-20,695000,,,,,,,,559000,6880,,,,,181,
2-May-20,,,,,,,,48400,,6990,,,,,161,
3-May-20,696000,,,,,,,,,7150,,,,,,
4-May-20,,93900,,,,,,,,7360,,,,,,
5-May-20,,,,5000000,,,,,,7520,,,,,,
6-May-20,,,,,,,,48600,,7710,,,,,162,
7-May-20,697000,,,,,,,,,7900,,,,,,
8-May-20,,94000,,,,,,,,8280,,,,,,
9-May-20,,,,,,,,,,8300,,,,,,
10-May-20,,,,,,,,,,8510,,,,,163,
11-May-20,698000,,,,,,,,,8740,,,,,,
12-May-20,,,,5010000,,,,,,9000,,,,,,
13-May-20,,,,,,,,,,9140,,,,,,
14-May-20,,,,,,,,,,9230,,,,,164,
15-May-20,699000,,,,,,,,,9310,,,,,,
16-May-20,,,,,,,,,,9350,,,,,,
17-May-20,,,,,,,,49000,,9410,,,,,,
18-May-20,,,,,,,,,,9430,,,,,165,
19-May-20,,,,5020000,,,,,,9450,,,,,,
20-May-20,,94100,,5030000,,,,,,9540,,,,,,
21-May-20,700000,,,,,,,,,9630,,,,,,
22-May-20,,94200,,5040000,,,,,,9800,,,,,166,
23-May-20,,,,,,,,,,9910,,,,,,
24-May-20,702000,94300,,,,638000,,,,10000,,,,,,
25-May-20,,,,,,639000,,50200,,10400,,,,,,
26-May-20,703000,,,5050000,,,,,,10500,,,,,167,
27-May-20,,94500,,,,,,,,10700,,,,,,
28-May-20,704000,94700,,,,640000,,,,11100,,,,,,
29-May-20,705000,95000,,,,,,,,11300,,,,,,
30-May-20,,95500,,5060000,,641000,,,,11500,,,,,168,
31-May-20,706000,95600,,,,642000,,,,11700,,,,,,
1-Jun-20,708000,95900,,5070000,,643000,,51500,567000,11800,,,,,189,
2-Jun-20,,96100,,,,,,51600,,12100,,,,,,
3-Jun-20,709000,96300,,,,,,,,12300,,,,,169,
4-Jun-20,710000,96400,,5080000,,644000,,,,12400,,,,,,
5-Jun-20,711000,96600,,,,,,,,12600,,,,,,
6-Jun-20,,96700,,,,645000,,,,12800,,,,,170,
7-Jun-20,,96800,,,,,,,,13000,,,,,,
8-Jun-20,712000,96900,,5090000,,,,,,13200,,,0,,,
9-Jun-20,713000,,,,,,,,,13400,,,,,,
10-Jun-20,714000,97000,,,,,,54100,,13700,,,,,171,
11-Jun-20,,,,,,646000,,,,13800,,,,,,
12-Jun-20,715000,97100,,5100000,,,,,,14200,,,,,,
13-Jun-20,716000,97200,,,,647000,,,,14500,,,,,,
14-Jun-20,717000,,,,,648000,,,,14900,,,,,172,
15-Jun-20,,,,,,,,,,15100,,,,,,
16-Jun-20,,97300,,5110000,,,,,,15400,,,,,,
17-Jun-20,718000,,,,,649000,,,,15600,,,,,,
18-Jun-20,719000,97400,,,,,,57100,,16000,,,,,173,
19-Jun-20,,97500,,,,650000,,,,16100,,,,,,
20-Jun-20,720000,,,5120000,,,,,,16200,,,,,,
21-Jun-20,,97600,,,,651000,,,,16400,,,,,,
22-Jun-20,721000,,,,,,,,,16600,,,,,174,
23-Jun-20,722000,,,,,,,,,16700,,,,,,
24-Jun-20,,,,5130000,,,,,,16800,,,,,,
25-Jun-20,723000,97700,,,,652000,,,,17000,,,,,,
26-Jun-20,724000,,,,,,,65700,,17100,,,,,175,
27-Jun-20,725000,,,,,,,,,17200,,,,,,
28-Jun-20,726000,97800,,,,653000,,,,17300,,,,,,
29-Jun-20,727000,,,5140000,,654000,,,,,,,,,,
30-Jun-20,728000,,,,,,,,,17400,,,,,176,
1-Jul-20,730000,97900,,5150000,,655000,,71500,575000,17500,,,,,191,
2-Jul-20,,98200,,,,,,,,17700,,,,,,
3-Jul-20,,,,,,656000,,,,18000,,,,,,
4-Jul-20,731000,,,,,,,74700,,18100,,,,,177,
5-Jul-20,,,,,,657000,,,,18300,,,,,,
6-Jul-20,732000,,,,,,,,,18500,,,,,,
7-Jul-20,733000,98300,,5160000,,,,,,18700,,,,,,
8-Jul-20,734000,,,,,,,,,19000,,,,,178,
9-Jul-20,735000,,,,,,,,,19500,,,,,,
10-Jul-20,,,,,,,,,,20000,,,,,,
11-Jul-20,736000,,,,,658000,,,,20700,,,,,,
12-Jul-20,737000,98400,,,,,,78100,,21200,,,,,179,
13-Jul-20,,,,5170000,,,,,,22000,,,,,,
14-Jul-20,738000,,,,,,,,,22700,,,,,,
15-Jul-20,739000,98500,,,,,,,,23200,,,,,,
16-Jul-20,741000,,,,,659000,,,,23800,,,,,180,
17-Jul-20,,,,5180000,,,,,,24600,,,,,,
18-Jul-20,742000,98600,,,,,,,,25400,,,,,,
19-Jul-20,743000,,,,,660000,,,,26200,,,,,,
20-Jul-20,744000,,,,,,,86400,,26600,,,,,181,
21-Jul-20,745000,,,,,,,,,27600,,,,,,
22-Jul-20,,98700,,5190000,,661000,,,,28500,,,,,,
23-Jul-20,746000,,,,,,,,,29900,,,,,,
24-Jul-20,747000,,,,,,,,,32100,,,,,182,
25-Jul-20,,,,,,,,,,33600,,,,,,
26-Jul-20,748000,,,,,,,,,34800,,,,,,
27-Jul-20,749000,98800,,5200000,,,,,,37800,,,,,,
28-Jul-20,,,,,,,,92600,,38600,,,,,183,
29-Jul-20,750000,,,,,,,,,39700,,,,,,
30-Jul-20,751000,98900,,,,,,,,40800,,,,,,
31-Jul-20,,,,,,662000,,,,41700,,,,,,
1-Aug-20,752000,99000,,5210000,,,,93500,579000,43600,,,,,184,
2-Aug-20,,,,,,,,,,,,,,,,
3-Aug-20,753000,99100,,,,663000,,,,45700,,,,,,
4-Aug-20,,,,,,,,,,48600,,,,,,
5-Aug-20,,,,,,,,94900,,49300,,,,,185,
6-Aug-20,,99200,,,,,,,,50800,,,,,,
7-Aug-20,754000,99300,,5220000,,,,,,52500,,,,,,
8-Aug-20,,99400,,,,,,,,53900,,,,,,
9-Aug-20,,99500,,,,,,,,54900,,,,,186,
10-Aug-20,755000,,,,,664000,,,,57300,,,,,,
11-Aug-20,,,,,,,,,,59700,,,,,,
12-Aug-20,756000,,,,,,,,,63300,,,,,,
13-Aug-20,,99700,,5230000,,,,96800,,64400,,,,,187,
14-Aug-20,,99900,,,,,,,,66400,,,,,,
15-Aug-20,,,,,,,,,,68100,,,,,,
16-Aug-20,757000,100000,,,,,,,,70300,,,,,,
17-Aug-20,,,,,,,,,,72400,,,,,188,
18-Aug-20,758000,,,,,,,,,74500,,,,,,
19-Aug-20,,,,,,665000,,,,76200,,,,,,
20-Aug-20,,,,,,,,,,79600,,,,,,
21-Aug-20,759000,,,5240000,,,,97800,,80400,,,,,189,
22-Aug-20,,,,,,,,,,82500,,,,,,
23-Aug-20,760000,,,,,,,,,84600,,,,,,
24-Aug-20,,,,,,,,,,86400,,,,,,
25-Aug-20,,,,,,,,,,88700,,,,,190,
26-Aug-20,761000,,,5250000,,,,,,91100,,,,,,
27-Aug-20,762000,,,,,,,,,93500,,,,,,
28-Aug-20,,,,,,,,,,97200,,,,,191,
29-Aug-20,,,,,,,,100000,,98000,,,,,,
30-Aug-20,763000,,,5260000,,,10200,,,99100,,,,,,
31-Aug-20,,,,,,,,,,104000,,,,,,
1-Sep-20,764000,,,,,666000,,101000,580000,108000,,,,,192,994
2-Sep-20,,,,,,,10300,,,109000,,,,,,
3-Sep-20,765000,,,,,,,,,111000,,,,,,
4-Sep-20,,,,5270000,,,,,,114000,,,,,,
5-Sep-20,,,,,,,,,,118000,,,,,,
6-Sep-20,,,,,,,,103000,,119000,,,,,,
7-Sep-20,766000,,,,,,,,,122000,,,,,,
8-Sep-20,767000,,,,,667000,,,,126000,,,,,,
9-Sep-20,768000,,,,,,,,,129000,,,,,,
10-Sep-20,769000,,,5280000,,,,,,133000,,,,,,
11-Sep-20,771000,101000,,,,,,,,136000,,,,,,
12-Sep-20,,,,,,,,,,140000,,,,,,
13-Sep-20,772000,,,,,668000,10200,,,148000,,,,,,
14-Sep-20,773000,,,5290000,,,,106000,,147000,,,,,,
15-Sep-20,776000,,,,,,,,,151000,,,,,,
16-Sep-20,777000,,,,,,,,,154000,,,,,,
